Date&Time,GHI,DHI,DNI,GTI,Temperature,GTI Loss,Irradiance Shading Loss,IAM Loss,Soiling and Snow Loss,Nominal Energy,Irradiance Level Loss,Shading Electrical Loss,Temperature Loss,Module Quality Loss,Optimizer Max Input Current Loss,Yield Factor Loss,Optimizer Loss,Rear Side Shading Electrical Loss,LID Loss,Ohmic Loss,String Clipping Loss,Array Energy,PV Inverter Efficiency Loss,AC-coupled Inverter Efficiency Loss,Clipping Loss,System Unavailability Loss,Export Limitation Loss,Battery charge,Battery Discharge,Battery State Of Energy,Inverter Output,DC Inverter Output,AC Inverter Output,Consumption,Self-consumption,Imported,Exported,Performance Ratio,ImportedPrice,ExportedPrice
,W/m^2,W/m^2,W/m^2,W/m^2,C,W/m^2,W/m^2,W/m^2,W/m^2,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,,EUR/kWh,EUR/kWh
18-Oct 18:00:00,0.0,0.0,0.0,0.0,12.45365032192981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.05739234629141,0.0,0.0,0.0,0.0,0.0,1732.5136882352642,0.0,1664.4562958889728,1664.4562958889728,0.0,6169.202958779877,1664.4562958889728,4504.746662890904,1.1368683772161603E-13,Infinity,0.25,0.07,
18-Oct 19:00:00,0.0,0.0,0.0,0.0,12.177256040823776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5844.508066212515,0.0,5844.508066212515,0.0,0.0,0.25,0.07,
18-Oct 20:00:00,0.0,0.0,0.0,0.0,11.900861759717746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4870.423388510429,0.0,4870.423388510429,0.0,0.0,0.25,0.07,
18-Oct 21:00:00,0.0,0.0,0.0,0.0,11.624467478611713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3733.9912645246623,0.0,3733.9912645246623,0.0,0.0,0.25,0.07,
18-Oct 22:00:00,0.0,0.0,0.0,0.0,11.348073197505679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3246.948925673619,0.0,3246.948925673619,0.0,0.0,0.25,0.07,
18-Oct 23:00:00,0.0,0.0,0.0,0.0,11.07167891639965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.8219091204905,0.0,1785.8219091204905,0.0,0.0,0.25,0.07,
19-Oct 00:00:00,0.0,0.0,0.0,0.0,11.29698293038841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.8219091204905,0.0,1785.8219091204905,0.0,0.0,0.25,0.07,
19-Oct 01:00:00,0.0,0.0,0.0,0.0,11.32916921810109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.8219091204905,0.0,1785.8219091204905,0.0,0.0,0.25,0.07,
19-Oct 02:00:00,0.0,0.0,0.0,0.0,11.36135550581377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.8219091204905,0.0,1785.8219091204905,0.0,0.0,0.25,0.07,
19-Oct 03:00:00,0.0,0.0,0.0,0.0,11.393541793526449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.8219091204905,0.0,1785.8219091204905,0.0,0.0,0.25,0.07,
19-Oct 04:00:00,0.0,0.0,0.0,0.0,11.425728081239129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2110.5168016878524,0.0,2110.5168016878524,0.0,0.0,0.25,0.07,
19-Oct 05:00:00,0.0,0.0,0.0,0.0,11.457914368951808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2678.7328636807365,0.0,2678.7328636807365,0.0,0.0,0.25,0.07,
19-Oct 06:00:00,0.0,0.0,0.0,0.0,11.490100656664488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3490.4700950991405,0.0,3490.4700950991405,0.0,0.0,0.25,0.07,
19-Oct 07:00:00,17.421620657279593,17.421620657279593,0.0,16.648280483484562,11.522286944377168,0.773340173795031,0.39099000626634456,0.6006135452175173,0.0,323.7800789537745,96.63737590779051,-8.881784197001252E-16,-10.054728526668924,-1.641320942651098,0.0,0.0,18.354639219173162,0.0,0.0,0.03507162266172766,0.0,220.44904167346903,30.27650676391773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.1725349095513,190.1725349095513,0.0,4383.381049659385,190.17253490955113,4193.208514749834,1.7053025658242404E-13,0.5523680174949553,0.25,0.07,
19-Oct 08:00:00,94.01499649645193,72.88343811136927,100.68776759685208,98.61713317858236,12.667525069923078,-4.6021366821304355,1.8575054882688873,6.681410964793842,0.0,1862.8175218837464,139.84585063362397,26.031145502026906,-58.35829041521126,-12.972464044805275,3.197442310920451E-14,0.0,25.63694352260333,0.0,0.0,2.189516474177702,0.0,1740.444820211331,67.01923300044932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1673.4255872108815,1673.4255872108815,0.0,4951.59711165227,1673.4255872108815,3278.171524441388,1.1368683772161603E-13,0.8205482907245162,0.25,0.07,
19-Oct 09:00:00,162.56212607579766,126.51237822245663,106.71323724383116,162.749525041969,13.760524256492587,-0.18739896617134377,3.0431437444592597,7.368976605246953,0.0,3150.337529035995,135.8170762449497,0.0,-67.72533838278956,-22.87031150177784,1.2079226507921703E-13,0.0,32.870924270122025,0.0,0.0,6.763533473011113,0.0,3065.48164493248,80.98343403182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2984.4982109006596,2984.4982109006596,0.0,4870.423388510429,2984.4982109006596,1885.925177609769,0.0,0.886751039696038,0.25,0.07,
19-Oct 10:00:00,265.73164162870273,172.2658668743735,215.49356643657853,275.7930307922083,14.751428394220996,-10.061389163505567,5.0768603750102805,12.98066586788794,0.0,5329.970234079734,117.69275351969287,140.699229453789,-32.888415771979,-37.863364483659396,-1.4210854715202004E-14,0.0,56.018069056978284,0.0,0.0,18.606207348127526,0.0,5067.7057549567835,88.0012520110376,0.0,0.0,0.0,0.0,1489.2344078466006,0.0,1489.2344078466006,3490.4700950991455,3490.4700950991455,0.0,3490.4700950991405,3490.4700950991405,0.0,5.229594535194337E-12,0.6119990490238764,0.25,0.07,
19-Oct 11:00:00,264.8680605251994,200.9894079663752,130.08163366289392,273.6740917997149,15.595038341001871,-8.806031274515533,5.49491797511348,10.277097404377233,0.0,5333.414940370237,119.93571155810183,98.13598044029152,-25.136906739072025,-38.235893815783065,-2.842170943040401E-14,0.0,42.36097967317309,0.0,0.0,18.937284273436617,0.0,5117.417784980087,77.88398631418414,0.0,0.0,0.0,0.0,2360.8009349851664,0.0,3850.0353428317676,2678.732863680738,2678.732863680738,0.0,2678.7328636807365,2678.7328636807365,0.0,1.1368683772161603E-12,0.47331016707412554,0.25,0.07,
19-Oct 12:00:00,290.11545350958573,205.63144886013106,166.98997869074051,305.0764783560093,16.252873638014684,-14.961024846423584,6.345174470383588,10.256714124491479,0.0,5965.654516260256,111.72965002116632,241.08325032504348,2.803697345483565,-41.723303090089104,2.2737367544323206E-13,0.0,46.930839890014255,0.0,0.0,22.51934044597301,0.0,5582.311041322664,70.5873874893999,0.0,0.0,0.0,0.0,3563.554298429091,0.0,7413.589641260858,1948.169355404173,1948.169355404173,0.0,1948.1693554041717,1948.1693554041717,0.0,1.3642420526593924E-12,0.30879346191630686,0.25,0.07,
19-Oct 13:00:00,154.72990141486721,135.547308453273,40.190936954102504,156.69904243221347,16.69492775895662,-1.96914101734626,3.5110746231369623,5.676466759723737,0.0,3050.5378417006154,138.72654644372912,61.295094985908214,-39.77905022408406,-21.530864576250107,0.0,0.0,19.51330699504784,0.0,0.0,5.983268520188616,0.0,2886.3295395560763,72.07594431164796,0.0,0.0,0.0,0.0,703.7367935565757,0.0,8117.326434817434,2110.516801687853,2110.516801687853,0.0,2110.5168016878524,2110.5168016878524,1.1368683772161603E-13,4.547473508864641E-13,0.6512872625668283,0.25,0.07,
19-Oct 14:00:00,111.55069334148217,111.55069334148217,0.0,108.27608773701671,16.90103682896791,3.2746056044654637,2.548259792232568,4.154078154493168,0.0,2100.545145663217,142.99908576830487,0.0,-35.511427282837296,-14.855237515568385,3.552713678800501E-14,0.0,12.359151768631847,0.0,0.0,2.84665322411612,0.0,1992.7069197005703,76.98878149468452,0.0,0.0,0.0,0.0,0.0,686.025943980166,7431.300490837268,2601.744082186052,2601.744082186052,0.0,2678.7328636807365,2601.744082186052,76.98878149468491,2.2737367544323206E-13,1.1619358014898307,0.25,0.07,
19-Oct 15:00:00,96.8970724493686,96.8970724493686,0.0,94.77117578303125,16.86179938044925,2.12589666633734,2.241557197232318,3.8672625859967455,0.0,1833.537522075909,142.76695003837017,-7.105427357601002E-15,-33.62602092168309,-12.844434052311145,0.0,0.0,11.80538598440269,0.0,0.0,2.1289848706568932,0.0,1723.3066561564738,86.74713739860022,0.0,0.0,0.0,0.0,0.0,1767.163438942667,5664.137051894601,3403.72295770054,3403.72295770054,0.0,3490.4700950991405,3403.72295770054,86.74713739860033,2.2737367544323206E-13,1.7367129731725792,0.25,0.07,
19-Oct 16:00:00,55.73762444527241,48.89870756853378,41.76041448866027,60.34774780841974,16.579005191991687,-4.610123363147331,3.448672518285264,3.1559250246614177,0.0,1111.408347489983,131.76362580064958,36.98483169316542,-24.630876567585858,-7.136351944198029,0.0,0.0,15.777174004016594,0.0,0.0,0.6576134214503816,0.0,957.9923310824848,102.3835368374497,0.0,0.0,0.0,0.0,0.0,3587.736164860582,2076.400887034019,4443.344959105618,4443.344959105618,0.0,4545.728495943067,4443.344959105618,102.3835368374497,0.0,3.560402337753398,0.25,0.07,
19-Oct 17:00:00,5.84012058804815,5.84012058804815,0.0,0.0,16.065553649342338,5.84012058804815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.68763002626466,0.0,0.0,0.0,0.0,0.0,2076.400887034019,0.0,2006.7132570077545,2006.7132570077545,0.0,5276.292004219631,2006.7132570077542,3269.578747211877,2.2737367544323206E-13,Infinity,0.25,0.07,
19-Oct 18:00:00,0.0,0.0,0.0,0.0,15.385538159749396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6169.202958779877,0.0,6169.202958779877,0.0,0.0,0.25,0.07,
19-Oct 19:00:00,0.0,0.0,0.0,0.0,14.705522670156457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5844.508066212515,0.0,5844.508066212515,0.0,0.0,0.25,0.07,
19-Oct 20:00:00,0.0,0.0,0.0,0.0,14.025507180563515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4870.423388510429,0.0,4870.423388510429,0.0,0.0,0.25,0.07,
19-Oct 21:00:00,0.0,0.0,0.0,0.0,13.345491690970576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3733.9912645246623,0.0,3733.9912645246623,0.0,0.0,0.25,0.07,
19-Oct 22:00:00,0.0,0.0,0.0,0.0,12.665476201377635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3246.948925673619,0.0,3246.948925673619,0.0,0.0,0.25,0.07,
19-Oct 23:00:00,0.0,0.0,0.0,0.0,11.985460711784693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.8219091204905,0.0,1785.8219091204905,0.0,0.0,0.25,0.07,
20-Oct 00:00:00,0.0,0.0,0.0,0.0,10.828033429107323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.8219091204905,0.0,1785.8219091204905,0.0,0.0,0.25,0.07,
20-Oct 01:00:00,0.0,0.0,0.0,0.0,10.524604005779942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.8219091204905,0.0,1785.8219091204905,0.0,0.0,0.25,0.07,
20-Oct 02:00:00,0.0,0.0,0.0,0.0,10.22117458245256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.8219091204905,0.0,1785.8219091204905,0.0,0.0,0.25,0.07,
20-Oct 03:00:00,0.0,0.0,0.0,0.0,9.91774515912518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.8219091204905,0.0,1785.8219091204905,0.0,0.0,0.25,0.07,
20-Oct 04:00:00,0.0,0.0,0.0,0.0,9.614315735797797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2110.5168016878524,0.0,2110.5168016878524,0.0,0.0,0.25,0.07,
20-Oct 05:00:00,0.0,0.0,0.0,0.0,9.310886312470416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2678.7328636807365,0.0,2678.7328636807365,0.0,0.0,0.25,0.07,
20-Oct 06:00:00,0.0,0.0,0.0,0.0,9.007456889143036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3490.4700950991405,0.0,3490.4700950991405,0.0,0.0,0.25,0.07,
20-Oct 07:00:00,3.6938684942077096,3.6938684942077096,0.0,0.0,8.914523673898966,3.6938684942077096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4383.381049659385,0.0,4383.381049659385,0.0,0.0,0.25,0.07,
20-Oct 08:00:00,20.230441443299117,20.230441443299117,0.0,19.214851137971472,9.027094699413901,1.0155903053276454,0.4481554132011875,0.6352674397059164,0.0,374.9579369351311,98.89657516144683,-8.881784197001252E-16,-14.702443758922247,-2.0485994720690055,0.0,0.0,17.617209256739084,0.0,0.0,0.05454379175571772,0.0,275.1406519561808,33.36782703517679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.77282492100403,241.77282492100403,0.0,4951.59711165227,241.77282492100403,4709.824286731266,0.0,0.6084439455997732,0.25,0.07,
20-Oct 09:00:00,39.074777195249254,39.074777195249254,0.0,37.418582219300895,9.335413914339226,1.6561949759483596,0.8677630314475699,1.4021049982427047,0.0,726.8754094411477,123.09235802030821,0.0,-32.87946902366856,-4.662582658261407,0.0,0.0,14.98483267632034,0.0,0.0,0.28138296719528455,0.0,626.0588874592538,53.492755566381064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.5661318928728,572.5661318928728,0.0,4870.423388510429,572.5661318928728,4297.857256617555,0.0,0.7399262595003709,0.25,0.07,
20-Oct 10:00:00,51.30116357197215,51.30116357197215,0.0,49.12788763939146,9.614910338946444,2.1732759325806867,1.1410339928314976,1.8451414242079363,0.0,954.2106087582399,129.0384717914767,0.0,-43.27677515575061,-6.424455249197722,0.0,0.0,11.854878896151078,0.0,0.0,0.5333526294880067,0.0,862.4851358460725,65.53410118994653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796.951034656126,796.951034656126,0.0,3490.4700950991405,796.9510346561258,2693.5190604430145,1.7053025658242404E-13,0.7844290361463074,0.25,0.07,
20-Oct 11:00:00,52.40618219634183,52.40618219634183,0.0,50.14953091517351,9.852824961920128,2.256651281168324,1.1644224471908093,1.9095029470161349,0.0,973.5235221735884,129.86942609690865,-7.105427357601002E-15,-43.39865998039937,-6.56560062749176,0.0,0.0,11.639339058178205,0.0,0.0,0.5571100734094137,0.0,881.4219075529836,65.9258156098849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.4960919430987,815.4960919430987,0.0,2678.7328636807365,815.4960919430987,1863.2367717376378,0.0,0.7863305018328044,0.25,0.07,
20-Oct 12:00:00,52.96552546242321,52.96552546242321,0.0,50.6459040979559,10.038296981119823,2.3196213644673094,1.175751059716389,1.941458851131783,0.0,982.8933957893873,130.24861471412018,-1.0658141036401503E-14,-43.220249782402306,-6.632360285812707,0.0,0.0,11.550326082642137,0.0,0.0,0.5684919333230467,0.0,890.3785731275176,66.09494807210137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824.2836250554162,824.2836250554162,0.0,1948.1693554041717,824.2836250554162,1123.8857303487555,0.0,0.787013998904677,0.25,0.07,
20-Oct 13:00:00,50.379410303952305,50.379410303952305,0.0,48.097938228911744,10.162859599179553,2.2814720750405613,1.1158585887040733,1.842019590475128,0.0,933.4964418284687,128.0916501733659,-7.105427357601002E-15,-40.66482209063167,-6.253597417151118,0.0,0.0,12.256624792252415,0.0,0.0,0.5055628919761961,0.0,839.5610234786573,64.98702809368444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774.5739953849728,774.5739953849728,0.0,2110.5168016878524,774.5739953849728,1335.9428063028795,0.0,0.7787293895325608,0.25,0.07,
20-Oct 14:00:00,41.716623034572066,41.716623034572066,0.0,39.68201570845364,10.220826532793422,2.034607326118426,0.9187428233742337,1.4961440360485143,0.0,770.6842245979589,123.09729805512573,-3.552713678800501E-15,-33.03242150567386,-4.998129789786707,0.0,0.0,14.202042743612697,0.0,0.0,0.3233470503753438,0.0,671.0920880443055,56.202275816786006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.8898122275195,614.8898122275195,0.0,2678.7328636807365,614.8898122275195,2063.843051453217,0.0,0.7492964691468106,0.25,0.07,
20-Oct 15:00:00,28.970275812887767,28.970275812887767,0.0,27.34694888585699,10.209551591538997,1.623326927030778,0.6304149611344326,0.9662663983849453,0.0,532.5155324446619,113.08826295499284,0.0,-21.23012313868615,-3.179376832119761,0.0,0.0,16.740481679053634,0.0,0.0,0.13119079809431766,0.0,426.96509698332693,41.65815740580814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.3069395775188,385.3069395775188,0.0,3490.4700950991405,385.30693957751873,3105.163155521622,5.684341886080802E-14,0.6813151800335892,0.25,0.07,
20-Oct 16:00:00,13.145777144320565,13.145777144320565,0.0,12.071210911254653,10.129549476465666,1.0745662330659123,0.2754358124887943,0.36496349754513535,0.0,236.38918391324455,84.20049482410619,0.0,-7.353199211532887,-1.062925871918462,4.440892098500626E-16,0.0,17.81843871154301,0.0,0.0,0.014802535725855225,0.0,142.77157292532092,23.860802053530893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.91077087179004,118.91077087179004,0.0,4545.728495943067,118.91077087178996,4426.817725071277,7.105427357601002E-14,0.47634374828593573,0.25,0.07,
20-Oct 17:00:00,0.810491527350048,0.810491527350048,0.0,0.0,9.74205379345714,0.810491527350048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5276.292004219631,0.0,5276.292004219631,0.0,0.0,0.25,0.07,
20-Oct 18:00:00,0.0,0.0,0.0,0.0,9.070327586424924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6169.202958779877,0.0,6169.202958779877,0.0,0.0,0.25,0.07,
20-Oct 19:00:00,0.0,0.0,0.0,0.0,8.13639772333079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5844.508066212515,0.0,5844.508066212515,0.0,0.0,0.25,0.07,
20-Oct 20:00:00,0.0,0.0,0.0,0.0,7.202467860236656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4870.423388510429,0.0,4870.423388510429,0.0,0.0,0.25,0.07,
20-Oct 21:00:00,0.0,0.0,0.0,0.0,6.268537997142522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3733.9912645246623,0.0,3733.9912645246623,0.0,0.0,0.25,0.07,
20-Oct 22:00:00,0.0,0.0,0.0,0.0,5.334608134048388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3246.948925673619,0.0,3246.948925673619,0.0,0.0,0.25,0.07,
20-Oct 23:00:00,0.0,0.0,0.0,0.0,4.400678270954253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.8219091204905,0.0,1785.8219091204905,0.0,0.0,0.25,0.07,
21-Oct 00:00:00,0.0,0.0,0.0,0.0,0.28242828988234736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3259.936721376314,0.0,3259.936721376314,0.0,0.0,0.25,0.07,
21-Oct 01:00:00,0.0,0.0,0.0,0.0,-0.15942851994910967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1711.4667787225649,0.0,1711.4667787225649,0.0,0.0,0.25,0.07,
21-Oct 02:00:00,0.0,0.0,0.0,0.0,-0.6012853297805671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1711.4667787225649,0.0,1711.4667787225649,0.0,0.0,0.25,0.07,
21-Oct 03:00:00,0.0,0.0,0.0,0.0,-1.0431421396120237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1711.4667787225649,0.0,1711.4667787225649,0.0,0.0,0.25,0.07,
21-Oct 04:00:00,0.0,0.0,0.0,0.0,-1.4849989494434808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1711.4667787225649,0.0,1711.4667787225649,0.0,0.0,0.25,0.07,
21-Oct 05:00:00,0.0,0.0,0.0,0.0,-1.9268557592749378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1711.4667787225649,0.0,1711.4667787225649,0.0,0.0,0.25,0.07,
21-Oct 06:00:00,0.0,0.0,0.0,0.0,-2.3687125691063944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2118.9588688946037,0.0,2118.9588688946037,0.0,0.0,0.25,0.07,
